latitude,longitude,brightness,confidence,frp,daynight,acq_date
-32.2049,146.7272,323.0,79,14.8,D,2019-08-13
-31.5469,152.6264,310.1,79,14.8,N,2019-08-12
-26.3657,130.1573,342.1,87,139.0,D,2019-09-15
-35.4604,144.1357,307.1,65,32.8,D,2019-08-24
-17.0404,125.2117,328.3,75,60.3,D,2019-09-11
-29.9044,152.0677,350.2,95,68.7,D,2019-09-27
-18.0038,145.538,313.7,15,37.1,D,2019-09-04
-14.0676,129.8961,357.5,98,70.8,D,2019-09-10
-30.0313,152.2372,357.7,98,80.0,D,2019-09-16
-27.6105,148.9782,311.0,82,16.7,N,2019-09-11
-28.5727,150.4106,318.5,59,6.6,D,2019-09-24
-28.9525,152.4198,342.3,57,41.1,D,2019-09-09
-17.2338,125.4439,329.7,47,18.1,D,2019-09-13
-27.6148,148.986,339.2,87,33.3,D,2019-08-31
-29.0685,152.4381,332.0,100,35.8,N,2019-09-08
-30.425,148.7375,317.6,54,13.6,D,2019-09-03
-16.6135,124.0339,337.7,79,32.7,D,2019-09-30
-22.5474,150.3039,332.8,100,32.5,N,2019-09-06
-16.8299,122.9099,347.4,90,33.0,D,2019-09-09
-27.7696,150.4409,317.7,69,24.2,D,2019-08-19
-29.1141,152.3862,331.6,58,152.6,D,2019-09-08
-26.7898,147.7726,322.8,68,20.8,D,2019-09-20
-29.9051,152.9033,318.1,70,17.7,D,2019-08-09
-17.3274,125.5071,316.6,93,11.8,N,2019-09-15
-33.5161,150.9434,308.6,75,13.8,N,2019-09-07
-14.1409,129.7873,345.3,89,37.1,D,2019-08-28
-18.3841,127.6333,336.7,79,50.6,D,2019-09-15
-32.2259,146.9895,329.2,78,24.2,D,2019-09-03
-22.6104,149.4447,314.3,47,29.7,D,2019-09-13
-29.0192,152.5042,322.3,92,17.6,N,2019-09-07
-31.7428,151.8788,316.8,39,14.6,D,2019-09-07
-26.3288,150.747,325.4,77,23.0,D,2019-09-07
-29.105,152.3835,342.6,80,91.3,D,2019-09-08
-34.4725,142.7527,318.5,79,102.6,D,2019-08-26
-13.8758,129.8382,439.3,100,572.6,D,2019-08-28
-26.1515,150.3672,324.7,53,41.0,D,2019-08-20
-35.5279,146.3534,306.8,46,6.0,D,2019-09-19
-30.089,152.2567,323.9,44,22.8,D,2019-09-07
-29.0856,152.646,300.2,8,8.4,N,2019-08-11
-14.4608,129.5638,389.8,100,198.4,D,2019-08-05
-25.8826,150.8947,327.3,57,25.1,N,2019-09-06
-17.0487,122.8495,317.0,54,13.4,D,2019-08-10
-35.8306,149.4278,315.9,73,7.2,D,2019-09-30
-30.2698,152.5916,364.0,100,95.8,D,2019-09-09
-33.7539,148.9753,300.8,32,5.9,D,2019-08-27
-32.5148,146.8689,311.0,63,13.5,D,2019-08-16
-19.6015,146.3517,331.1,81,24.4,D,2019-08-20
-16.9381,123.0332,361.8,100,119.2,D,2019-08-10
-13.9072,129.8729,337.0,85,213.9,D,2019-08-22
-29.9127,152.1637,348.3,95,229.0,D,2019-09-22
-29.7374,152.3871,300.3,19,24.1,N,2019-09-12
-22.6437,150.4844,322.8,46,9.6,D,2019-09-09
-21.4895,119.4918,335.4,75,16.0,D,2019-09-14
-25.9382,150.8906,324.3,8,17.3,N,2019-09-06
-27.578,149.1026,304.8,57,63.1,N,2019-08-13
-29.079,152.3328,372.4,100,238.4,D,2019-09-06
-32.1368,147.0355,325.1,77,68.1,D,2019-09-24
-25.4876,150.4632,325.4,64,11.3,D,2019-09-16
-17.1684,125.3558,328.7,53,9.4,D,2019-09-08
-32.5847,116.4505,333.1,82,33.4,D,2019-09-08
-29.0731,152.3494,312.5,37,10.6,N,2019-09-06
-22.4145,150.6147,304.2,50,7.0,N,2019-09-26
-30.2122,152.1934,336.5,89,44.9,D,2019-09-07
-29.066,152.2885,320.7,60,18.2,D,2019-09-11
-22.6486,150.5408,348.4,93,72.9,D,2019-08-22
-14.0902,129.9671,351.5,95,115.6,D,2019-08-29
-32.1366,146.8456,372.8,100,114.7,D,2019-09-05
-20.3065,145.52,311.8,57,20.9,D,2019-08-10
-29.9078,152.0666,325.9,76,71.9,D,2019-09-28
-28.9863,152.3108,340.8,89,107.3,D,2019-09-06
-28.9944,148.0171,306.3,68,35.1,N,2019-08-06
-22.7173,150.606,339.8,88,35.2,D,2019-09-02
-17.2541,125.4883,312.8,86,14.8,N,2019-09-12
-29.0641,152.3476,326.9,84,24.9,N,2019-09-06
-34.5094,145.3973,310.6,63,6.0,D,2019-08-27
-34.0571,116.6857,303.9,58,14.7,D,2019-08-12
-33.2328,147.3601,317.8,69,10.5,D,2019-09-19
-25.8571,152.6884,310.7,20,5.7,D,2019-08-19
-30.8593,121.5036,300.5,33,18.7,D,2019-08-17
-25.9384,150.9343,349.9,95,75.0,D,2019-09-07
-27.6814,149.6129,320.5,72,35.6,D,2019-09-22
-25.2106,131.0711,328.3,79,31.1,D,2019-08-31
-34.4842,150.8096,311.3,60,7.4,D,2019-09-14
-23.2386,145.4839,326.5,69,17.5,D,2019-08-18
-28.9749,153.1521,304.8,62,17.3,N,2019-08-03
-31.3058,146.9871,322.2,70,20.9,D,2019-09-04
-19.5106,143.9835,355.3,100,87.5,N,2019-09-08
-29.6749,152.3658,340.7,89,43.9,D,2019-09-16
-35.0913,145.6521,316.3,64,7.3,D,2019-09-03
-28.3789,122.539,303.0,19,9.4,N,2019-09-15
-25.9069,150.9952,322.8,79,41.7,D,2019-08-12
-21.0916,118.8908,320.4,55,31.5,D,2019-09-10
-17.1026,125.2113,324.2,42,9.7,D,2019-09-10
-13.8848,129.8396,405.8,100,272.8,D,2019-08-28
-35.2677,150.4094,305.0,60,7.3,D,2019-08-13
-33.0024,137.5812,300.1,18,8.1,N,2019-08-02
-25.8945,150.8764,323.9,31,17.4,N,2019-09-06
-17.1418,125.2759,329.9,77,68.7,D,2019-09-05
-13.9024,129.8659,319.9,28,11.8,D,2019-08-23
-30.1734,152.1508,308.5,15,13.2,N,2019-09-08
-25.9286,150.8257,336.9,86,74.5,D,2019-09-06
-24.5086,151.7639,374.9,100,170.7,D,2019-08-19
-22.0764,119.2114,327.9,70,28.3,D,2019-08-24
-30.1313,152.2613,343.4,92,236.2,D,2019-09-03
-30.7633,152.0903,328.0,67,64.5,D,2019-09-28
-15.0791,129.8177,354.0,96,55.7,D,2019-08-12
-25.893,147.0956,312.1,63,8.1,D,2019-08-21
-14.0954,129.9974,333.4,60,45.1,D,2019-08-29
-22.4825,148.9117,330.8,73,24.3,D,2019-08-08
-29.9013,152.9721,338.5,50,35.7,D,2019-08-11
-29.0626,152.3184,315.7,26,16.5,N,2019-09-07
-19.6403,146.2506,330.4,65,10.2,D,2019-09-30
-25.9163,152.6648,317.6,70,10.6,D,2019-08-26
-14.37,126.9032,349.6,94,45.5,D,2019-09-17
-16.926,123.0447,333.4,51,26.4,D,2019-08-10
-29.9279,153.0323,305.6,39,50.1,D,2019-08-12
-26.3285,150.7112,324.5,63,28.2,D,2019-09-05
-19.2014,138.3583,318.4,23,10.0,D,2019-08-20
-15.239,129.8487,334.7,74,78.9,D,2019-08-06
-27.6006,149.1004,357.4,99,142.9,D,2019-08-21
-28.4423,122.6353,365.8,100,692.6,D,2019-09-15
-22.4932,150.6318,325.3,68,26.1,N,2019-09-10
-29.9249,152.1764,339.5,89,54.1,D,2019-09-23
-35.556,145.9179,309.7,69,10.6,D,2019-09-10
-25.9073,150.816,341.3,88,84.6,D,2019-09-05
-28.0288,148.14,334.8,86,130.9,D,2019-08-16
-30.2181,152.5756,355.7,98,73.2,D,2019-09-09
-27.972,153.2318,325.3,73,20.2,D,2019-09-04
-21.4811,119.4947,334.7,74,14.2,D,2019-09-14
-28.9815,152.3458,345.9,100,52.5,N,2019-09-06
-29.8299,152.1448,328.7,68,31.9,D,2019-09-13
-29.6818,152.3375,328.3,80,32.0,D,2019-09-23
-30.2934,152.2286,307.5,34,4.2,D,2019-08-17
-27.621,149.0821,312.5,41,34.8,D,2019-08-16
-18.8487,126.3413,337.1,82,44.9,D,2019-09-22
-28.7464,152.558,302.7,51,13.5,N,2019-08-19
-26.8011,147.7685,303.2,48,5.7,N,2019-09-20
-17.2426,125.3056,306.8,69,10.7,N,2019-09-04
-35.9277,147.7039,307.7,66,6.3,D,2019-09-14
-21.7289,134.6223,398.2,100,453.7,D,2019-09-20
-16.8283,122.9657,368.4,100,106.4,D,2019-09-18
-26.3741,150.6845,340.5,88,36.3,D,2019-09-09
-14.3069,126.8802,337.0,72,74.2,D,2019-09-24
-30.0259,152.289,302.5,49,8.6,N,2019-09-08
-32.2668,146.9633,319.3,68,7.0,D,2019-09-24
-19.5564,147.2278,315.7,64,34.2,D,2019-09-09
-18.3821,127.6508,326.3,31,15.9,D,2019-09-15
-28.6839,148.16,308.7,75,12.4,N,2019-08-26
-31.3057,152.6074,312.4,34,7.6,D,2019-08-17
-28.7701,148.1635,329.6,75,54.9,D,2019-09-26
-20.7391,139.4733,305.7,65,9.4,N,2019-09-14
-25.8944,150.9916,318.9,46,23.9,D,2019-08-13
-29.0597,152.5013,351.4,96,61.0,D,2019-09-09
-28.4298,152.3461,329.4,87,33.1,N,2019-09-08
-32.9035,146.397,324.6,81,61.3,D,2019-08-07
-29.7192,116.5548,317.6,67,11.7,D,2019-09-15
-26.1291,153.0639,317.3,57,15.5,D,2019-09-17
-26.6038,152.5392,313.4,50,68.9,D,2019-08-18
-22.5715,150.1947,335.1,83,25.4,D,2019-09-02
-29.174,152.9096,344.6,89,48.7,D,2019-08-11
-19.4965,143.9549,343.3,92,192.7,D,2019-09-10
-14.0421,129.8874,341.3,82,46.3,D,2019-09-11
-34.3474,140.5875,312.7,63,8.5,D,2019-08-23
-30.1337,152.2545,354.4,97,359.7,D,2019-09-03
-22.5459,150.311,340.3,87,51.5,D,2019-09-07
-22.588,149.4452,317.5,37,22.4,D,2019-09-13
-26.8256,152.4201,318.8,62,22.8,D,2019-09-08
-29.0956,152.2976,305.6,65,11.7,N,2019-09-23
-31.0712,152.6649,306.1,35,9.7,N,2019-08-13
-28.9311,152.2592,353.5,96,125.1,D,2019-09-14
-28.6285,152.5384,315.6,62,14.3,D,2019-08-09
-15.1001,129.8452,324.8,100,22.7,N,2019-08-11
-41.6187,148.1993,300.4,34,7.2,D,2019-09-17
-31.6107,151.0963,312.7,73,13.3,D,2019-08-08
-33.7433,142.0031,309.3,68,8.5,D,2019-08-21
-29.8379,152.1724,369.1,100,120.4,D,2019-09-16
-22.6979,150.6534,339.3,88,40.3,D,2019-09-08
-28.1631,152.3852,309.9,22,12.3,N,2019-09-29
-34.9516,145.7857,310.3,70,9.5,D,2019-09-10
-19.5974,143.9939,320.8,46,28.1,D,2019-09-09
-27.9587,148.7441,319.1,74,24.2,D,2019-08-21
-16.0873,125.8981,324.0,59,8.6,D,2019-08-01
-30.0263,152.4846,320.6,72,22.2,D,2019-09-23
-30.8722,121.4845,309.0,67,18.2,D,2019-08-16
-26.5505,151.0758,315.0,29,14.1,D,2019-08-13
-27.6056,149.0938,323.8,78,89.9,D,2019-08-21
-30.2863,152.2158,306.4,58,19.6,D,2019-08-14
-26.1398,150.3644,342.1,74,93.1,D,2019-08-20
-27.0125,126.8348,334.0,82,96.7,D,2019-08-30
-27.1868,148.6314,313.1,86,16.5,N,2019-08-12
-21.6649,134.5593,323.8,60,15.2,D,2019-09-18
-23.4378,114.2043,371.2,100,103.1,D,2019-09-10
-32.8204,115.9669,305.4,50,4.4,D,2019-09-13
-28.9314,152.3019,338.7,89,50.7,D,2019-09-13
-26.8273,147.7657,311.0,81,93.5,N,2019-09-19
-28.1797,149.4323,317.7,68,8.5,D,2019-08-16
-30.2804,152.5827,327.5,57,22.9,D,2019-09-09
-31.3046,152.6246,314.9,75,22.3,D,2019-08-13
-21.6989,119.0719,322.4,64,12.2,D,2019-08-30
-29.7226,152.07,365.7,100,103.2,D,2019-09-16
-20.3005,145.5337,304.6,61,7.9,N,2019-08-10
-31.8338,149.5499,308.1,61,8.6,D,2019-08-13
-32.1011,146.8744,324.3,79,42.1,D,2019-08-16
-25.2097,131.0645,325.0,57,27.0,D,2019-08-31
-18.0011,145.5629,316.7,46,49.3,D,2019-09-04
-28.9183,152.4433,328.5,100,56.7,N,2019-09-09
-30.1243,152.3107,332.0,100,39.7,N,2019-09-08
-14.375,126.8382,313.3,41,12.5,N,2019-09-12
-30.0202,152.5711,302.3,48,8.6,N,2019-08-28
-29.8403,152.2036,306.1,36,11.2,N,2019-09-16
-29.8695,152.2062,309.3,39,10.5,D,2019-09-29
-31.6268,146.2592,313.6,56,8.3,D,2019-08-15
-31.3856,152.4901,312.3,72,16.0,D,2019-08-21
-29.7839,152.0654,321.9,60,27.2,D,2019-09-17
-29.6483,152.4688,322.2,33,16.0,D,2019-09-16
-15.0076,129.7621,307.7,72,20.3,N,2019-08-13
-29.0372,152.2708,352.4,96,259.9,D,2019-09-12
-30.2931,152.5491,305.4,54,24.2,D,2019-09-08
-14.094,129.8773,331.6,64,26.7,D,2019-09-11
-30.1297,152.1041,342.3,91,73.5,D,2019-09-14
-28.2966,128.5128,356.7,98,158.8,D,2019-09-30
-14.1726,126.5569,330.6,0,12.2,D,2019-09-26
-28.9051,152.3604,424.8,100,518.1,D,2019-09-16
-25.9168,152.6663,310.5,46,10.3,D,2019-08-22
-41.6171,148.1851,300.2,28,6.6,D,2019-09-17
-14.9931,129.8202,305.0,62,7.8,N,2019-08-13
-30.2214,152.6177,322.9,81,37.9,D,2019-09-06
-30.2114,152.5842,310.1,53,72.5,D,2019-09-10
-29.0,152.2355,325.8,62,22.2,D,2019-09-11
-30.0917,152.141,305.5,11,17.8,N,2019-09-09
-23.4704,148.149,325.5,57,10.6,D,2019-08-31
-29.0628,152.5192,315.2,91,37.8,N,2019-09-11
-16.1954,126.1283,304.7,61,11.3,N,2019-08-09
-26.362,150.7203,309.1,76,14.2,N,2019-09-04
-30.1547,152.3353,303.3,29,8.7,N,2019-09-07
-30.6195,147.5961,325.2,71,20.5,D,2019-09-03
-29.7435,152.0862,326.2,67,85.3,D,2019-09-15
-21.9163,134.6078,335.6,73,41.0,D,2019-09-20
-28.0264,148.1546,364.0,100,154.4,D,2019-08-27
-33.7268,121.4818,326.5,78,17.6,D,2019-09-12
-30.0925,152.1821,337.6,85,35.8,D,2019-09-09
-30.1847,152.451,332.6,100,316.4,N,2019-09-06
-31.5714,148.8515,316.3,93,18.8,N,2019-08-03
-27.9491,152.3266,314.3,41,15.3,N,2019-09-23
-29.6429,152.4875,305.0,11,7.9,N,2019-09-22
-32.5512,151.6926,309.1,67,8.2,D,2019-08-06
-22.4342,150.6334,314.1,28,17.2,D,2019-09-20
-26.1434,150.3426,336.8,87,61.4,D,2019-08-19
-33.7417,141.9991,306.5,68,13.6,N,2019-08-13
-22.445,150.5977,320.8,55,17.9,D,2019-09-16
-28.4469,152.3425,324.3,81,16.0,D,2019-09-09
-22.4817,150.623,321.4,68,38.3,N,2019-09-11
-30.292,152.2298,317.7,76,14.8,D,2019-08-15
-28.9158,152.3306,336.0,100,38.2,N,2019-09-15
-33.686,122.0303,303.4,51,12.2,N,2019-09-29
-31.3794,152.4975,314.3,89,19.2,N,2019-08-23
-29.5195,115.2055,333.0,84,146.6,D,2019-09-11
-29.8081,152.0666,331.3,55,26.8,D,2019-09-12
-31.8861,151.2505,306.3,0,16.5,D,2019-08-21
-22.6025,149.3423,308.9,11,10.0,N,2019-09-10
-33.9133,142.6918,311.6,65,26.0,D,2019-08-15
-29.8239,152.0174,325.8,59,16.8,D,2019-09-16
-16.2162,126.1168,410.2,100,307.8,D,2019-08-10
-29.7404,152.346,315.2,36,29.9,D,2019-09-28
-29.7715,152.0519,314.3,61,15.0,N,2019-09-15
-28.884,152.3074,325.7,57,16.9,D,2019-09-16
-29.3783,152.7187,317.5,78,14.6,D,2019-08-10
-30.2588,152.5778,322.9,81,33.7,D,2019-09-06
-28.0253,148.1491,320.9,100,29.8,N,2019-09-02
-29.7178,152.0985,326.0,100,34.9,N,2019-09-16
-19.067,146.4181,313.0,42,6.6,D,2019-08-30
-22.6869,150.644,341.4,87,43.1,D,2019-09-08
-25.9142,150.9818,305.8,38,20.4,D,2019-08-11
-16.4121,124.0996,341.1,84,37.1,D,2019-09-27
-28.9513,152.3656,363.2,100,91.4,D,2019-09-09
-29.4001,130.2616,335.1,35,16.5,D,2019-09-13
-27.513,149.0809,301.1,38,20.3,N,2019-09-15
-28.884,152.3237,362.7,100,135.0,N,2019-09-16
-29.8126,152.5147,305.8,28,10.0,N,2019-08-23
-14.7908,126.3809,359.3,99,647.5,D,2019-09-12
-27.5984,148.9936,364.9,100,97.4,D,2019-09-24
-28.4502,153.2876,305.6,20,5.6,D,2019-08-24
-14.3545,126.6651,327.7,70,11.0,D,2019-08-10
-14.2786,129.9216,326.1,40,24.2,D,2019-08-29
-26.2814,129.8959,346.7,86,74.3,D,2019-09-16
-30.9716,147.2118,312.3,55,4.4,D,2019-08-06
-25.1358,151.8467,304.9,32,5.8,D,2019-08-10
-29.0003,152.2894,345.7,92,135.2,D,2019-09-06
-14.4617,126.7308,347.9,92,41.5,D,2019-09-04
-27.5147,149.0858,323.1,76,23.8,D,2019-08-04
-30.1736,152.3554,322.5,0,173.1,N,2019-09-06
-29.09,152.4596,317.0,94,18.6,N,2019-09-08
-25.9071,150.981,300.3,24,4.5,N,2019-09-06
-26.2032,153.0213,300.5,15,23.2,N,2019-09-18
-32.2411,147.5124,323.3,76,16.8,D,2019-08-27
-16.5291,124.0194,329.9,64,9.7,D,2019-09-24
-14.4574,126.8475,320.3,100,20.6,N,2019-09-10
-27.2242,149.6864,323.4,78,70.2,D,2019-08-05
-26.3298,150.6997,368.8,100,372.7,D,2019-09-06
-16.6833,124.8175,319.8,99,46.3,N,2019-09-30
-17.3121,125.4605,322.8,55,18.7,D,2019-09-13
-29.7933,152.532,306.4,68,13.8,N,2019-08-11
-30.1963,152.4202,326.1,40,37.3,D,2019-09-06
-26.3387,150.7491,327.1,79,25.1,D,2019-09-07
-31.7715,151.9051,385.8,100,216.0,D,2019-09-07
-16.3611,124.0838,333.0,100,51.4,N,2019-09-28
-30.0589,152.3898,338.2,88,78.8,D,2019-09-13
-26.3295,150.738,326.6,80,18.9,D,2019-09-09
-33.2166,147.1479,317.8,23,7.0,D,2019-09-19
-19.5289,144.0149,343.3,90,76.4,D,2019-09-09
-32.6931,147.211,323.7,72,17.9,D,2019-09-03
-27.0549,126.4535,359.5,99,69.0,D,2019-09-02
-16.3828,123.9046,308.5,73,12.3,N,2019-09-27
-14.1729,129.9509,354.2,96,53.8,D,2019-08-28
-18.0799,144.7275,343.2,89,33.3,D,2019-09-07
-22.5943,149.4386,308.1,52,10.5,N,2019-09-12
-30.8218,152.1185,369.4,100,127.6,D,2019-09-27
-29.7142,152.4335,318.7,25,14.3,N,2019-09-06
-29.1258,152.3674,321.7,71,73.5,D,2019-09-08
-30.1567,152.6055,305.2,43,10.5,N,2019-09-16
-30.8651,121.4925,304.6,61,16.6,N,2019-08-14
-14.6635,126.6276,325.9,53,15.4,D,2019-09-06
-28.1644,153.1659,309.7,78,12.1,N,2019-09-07
-32.3864,151.409,314.0,66,10.9,D,2019-08-17
-26.0925,150.3313,301.8,12,8.2,N,2019-08-19
-20.7816,115.4415,320.1,68,11.8,D,2019-08-16
-14.4139,126.7348,323.0,54,15.3,D,2019-09-06
-26.1012,150.3158,337.1,88,61.5,D,2019-08-19
-30.1864,117.3513,318.0,65,9.7,D,2019-09-21
-20.8927,130.3865,342.1,100,51.4,N,2019-08-13
-30.2332,152.5398,326.7,59,46.5,D,2019-09-08
-33.9135,143.2278,310.7,30,8.4,D,2019-08-28
-27.7717,150.4525,311.1,18,6.0,D,2019-08-18
-16.5919,124.1104,339.4,81,38.9,D,2019-08-22
-31.5403,152.6345,323.9,77,85.0,D,2019-08-11
-22.4444,150.6886,319.4,29,12.4,D,2019-09-24
-26.081,153.0837,343.5,82,62.6,D,2019-09-13
-29.9159,152.8926,318.1,96,20.4,N,2019-08-06
-16.8069,122.7078,322.1,56,13.5,D,2019-08-10
-14.7596,126.4766,332.0,100,35.2,N,2019-09-12
-30.2133,152.6409,326.9,83,29.8,N,2019-09-08
-27.3274,148.0486,326.0,78,17.3,D,2019-08-13
-30.2891,152.2436,315.5,87,19.1,N,2019-09-07
-31.0367,147.5051,307.5,45,12.5,D,2019-09-17
-30.7549,152.0513,342.4,91,268.0,D,2019-09-13
-29.0966,152.401,328.3,22,30.5,D,2019-09-07
-29.0008,151.981,318.6,48,14.2,D,2019-09-29
-29.7267,152.4448,312.4,42,17.9,D,2019-09-08
-26.6371,147.873,326.1,69,11.7,D,2019-09-15
-36.3644,149.4206,329.9,86,69.6,D,2019-08-25
-29.7759,152.1358,324.8,18,22.9,N,2019-09-14
-25.9108,150.8068,317.1,44,16.4,N,2019-09-05
-22.0171,119.5962,338.8,87,30.4,D,2019-08-04
-14.0697,129.8316,388.6,100,205.7,D,2019-09-12
-28.6297,151.9231,364.0,100,96.2,N,2019-09-06
-22.5147,150.2503,302.3,27,25.0,N,2019-09-09
-29.9146,152.8482,340.8,87,41.3,D,2019-08-08
-31.735,151.8902,340.5,90,38.9,D,2019-09-16
-31.6022,148.5248,307.8,62,7.4,D,2019-08-14
-30.8719,121.504,318.4,59,6.8,D,2019-09-07
-30.1065,152.2762,312.0,29,8.3,D,2019-09-04
-18.1334,144.7826,326.3,68,97.1,D,2019-09-08
-26.1226,153.0567,308.5,24,15.6,D,2019-09-15
-15.477,126.8815,312.7,80,41.9,N,2019-09-27
-29.0111,152.4177,389.6,100,285.7,D,2019-09-07
-16.8373,122.9121,368.1,100,107.7,D,2019-09-07
-30.1207,152.2667,305.8,66,26.8,N,2019-09-03
-31.0486,148.3965,320.5,73,11.8,D,2019-08-06
-36.3678,149.4267,328.9,86,67.6,D,2019-08-25
-23.7752,151.2139,315.6,0,13.6,D,2019-08-25
-26.1516,153.0742,362.3,87,136.7,D,2019-09-17
-31.2522,152.0907,302.1,46,8.9,N,2019-08-21
-16.7674,122.8664,315.2,46,15.1,D,2019-08-09
-29.7807,152.0935,335.3,87,47.9,D,2019-09-13
-30.9441,147.7144,315.9,64,15.7,D,2019-08-01
